Region/Country/Area,,Year,Series,Value,Footnotes,Source
11,Western Africa,2017,Land area (thousand hectares),606406,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
11,Western Africa,2017,Arable land (thousand hectares),87339,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
11,Western Africa,2017,Permanent crops (thousand hectares),16261,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
11,Western Africa,2017,Forest cover (thousand hectares),67073.403,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
11,Western Africa,2017,Arable land (% of total land area),14.4027,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
11,Western Africa,2017,Permanent crops (% of total land area),2.6815,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
11,Western Africa,2017,Forest cover (% of total land area),11.0608,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2005,Land area (thousand hectares),3867814.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2005,Arable land (thousand hectares),342591.07,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2005,Permanent crops (thousand hectares),26731.23,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2005,Forest cover (thousand hectares),1616563.826,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2005,Arable land (% of total land area),8.8575,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2005,Permanent crops (% of total land area),0.6911,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2005,Forest cover (% of total land area),41.7953,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2010,Land area (thousand hectares),3866367.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2010,Arable land (thousand hectares),339016.37,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2010,Permanent crops (thousand hectares),26398,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2010,Forest cover (thousand hectares),1602411.787,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2010,Arable land (% of total land area),8.7683,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2010,Permanent crops (% of total land area),0.6828,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2010,Forest cover (% of total land area),41.4449,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2017,Land area (thousand hectares),3866107.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2017,Arable land (thousand hectares),346816.79,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2017,Permanent crops (thousand hectares),25260.24,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2017,Forest cover (thousand hectares),1592663.342,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2017,Arable land (% of total land area),8.9707,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2017,Permanent crops (% of total land area),0.6534,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
19,Americas,2017,Forest cover (% of total land area),41.1955,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Land area (thousand hectares),1853824.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Arable land (thousand hectares),205890,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Permanent crops (thousand hectares),2865,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Forest cover (thousand hectares),652337.22,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Arable land (% of total land area),11.1062,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Permanent crops (% of total land area),0.1545,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Forest cover (% of total land area),35.1887,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),34.3775,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
21,Northern America,2010,Land area (thousand hectares),1852374.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2010,Arable land (thousand hectares),195506.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2010,Permanent crops (thousand hectares),2777,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2010,Forest cover (thousand hectares),656026.12,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2010,Arable land (% of total land area),10.5544,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2010,Permanent crops (% of total land area),0.1499,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2010,Forest cover (% of total land area),35.4154,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),39.5884,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
21,Northern America,2017,Land area (thousand hectares),1852374.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2017,Arable land (thousand hectares),196017.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2017,Permanent crops (thousand hectares),2774.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2017,Forest cover (thousand hectares),657168.02,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2017,Arable land (% of total land area),10.5819,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2017,Permanent crops (% of total land area),0.1498,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2017,Forest cover (% of total land area),35.4771,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
21,Northern America,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),41.384,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
21,Northern America,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),41.384,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
419,Latin America & the Caribbean,2005,Land area (thousand hectares),2013990.2,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
419,Latin America & the Caribbean,2005,Arable land (thousand hectares),2013990.2,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
419,Latin America & the Caribbean,2005,Permanent crops (thousand hectares),23866.23,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
419,Latin America & the Caribbean,2005,Forest cover (thousand hectares),964226.606,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
419,Latin America & the Caribbean,2005,Arable land (% of total land area),6.7876,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
419,Latin America & the Caribbean,2005,Permanent crops (% of total land area),6.7876,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
419,Latin America & the Caribbean,2005,Forest cover (% of total land area),47.8764,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
